track_name,artist_name,genre,popularity,danceability,energy,loudness,tempo,valence,acousticness,duration_ms
"Right Here, Right Now - CamelPhat Remix",Fatboy Slim,Electronic,38,0.688,0.916,-5.209,122.997,0.0796,0.000904,502445
Alabama Pines,Jason Isbell and the 400 Unit,Alternative,50,0.411,0.591,-9.684,100.423,0.237,0.38,229267
Ooh La La - 2015 Remastered Version,Faces,Folk,69,0.603,0.494,-10.27,147.814,0.729,0.428,214960
All My Hope - Live,Passion,World,54,0.401,0.495,-6.71,98.968,0.352,0.553,277920
Massages,Jim Gaffigan,Comedy,42,0.587,0.899,-10.494,81.151,0.266,0.689,223197
Indestructible,Robyn,Dance,44,0.655,0.726,-4.545,119.924,0.102,0.00212,220800
Ain't Ya Ex (feat. Mila J & Tink),Eric Bellinger,Indie,53,0.411,0.64,-5.787,66.335,0.503,0.114,320784
Am I On My Own,Common Rider,Ska,14,0.359,0.99,-4.15,178.216,0.581,0.0411,90973
Song I,Philip Glass,Soundtrack,32,0.214,0.0566,-17.22,94.865,0.0373,0.973,210120
Close My Eyes Forever (feat. Lzzy Hale),Device,Alternative,40,0.384,0.707,-6.256,135.463,0.183,1.86e-05,276027
"Waltz No. 7 in C sharp Minor, Op. 64 No. 2",Frédéric Chopin,Classical,25,0.387,0.0205,-30.387,72.227,0.092,0.994,259987
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,Indie,62,0.509,0.331,-14.083,96.848,0.0957,0.272,286293
Hericane,LANY,Pop,66,0.673,0.419,-8.151,135.914,0.171,0.402,346797
My Heroes Have Always Been Cowboys,Willie Nelson,Country,47,0.387,0.322,-13.348,114.762,0.258,0.181,183453
Te Encontré,Antidoping,Ska,48,0.76,0.76,-6.806,80.122,0.797,0.085,269669
Opening for the Pope,Jim Gaffigan,Comedy,42,0.617,0.788,-11.188,105.797,0.478,0.663,399204
Spaceless,Boombox Cartel,Electronic,28,0.611,0.961,-4.538,159.97,0.361,3.55e-05,252000
Some Day Baby,Lonnie Johnson,Blues,41,0.647,0.204,-15.263,83.102,0.686,0.964,188291
Let It Rock - Single Version,Chuck Berry,Blues,38,0.61,0.718,-12.337,164.868,0.929,0.592,102800
Land Locked Blues,Bright Eyes,Folk,47,0.479,0.259,-11.928,137.911,0.338,0.831,347733
12 Gauge,Casey Donahew,Country,37,0.498,0.931,-4.61,179.853,0.838,0.0109,186760
She,Darius Rucker,Country,39,0.514,0.867,-5.611,88.001,0.607,0.00261,293467
High Above It All,For All Seasons,World,31,0.447,0.64,-5.915,135.88,0.0863,0.0134,391519
Whipping Post,The Allman Brothers Band,Rock,60,0.315,0.64,-9.256,97.968,0.583,0.329,317438
In My Blood,Shawn Mendes,Pop,87,0.622,0.712,-7.321,140.025,0.487,0.0573,211360
The Line,dvsn,Alternative,47,0.399,0.226,-11.731,119.903,0.165,0.411,431923
Je Serai (Ta Meilleure Amie) - Friendy Remix,Lorie,Movie,0,0.771,0.722,-3.463,108.006,0.881,0.143,260387
Real N***A Roll Call (feat. Ice Cube),Ice Cube,Hip-Hop,51,0.769,0.818,-4.724,84.028,0.786,0.0258,308853
I Hope He Breaks Your Heart,American Aquarium,Country,40,0.412,0.464,-4.896,118.431,0.391,0.407,364173
Straight To Hell,The Urge,Ska,20,0.614,0.898,-4.608,94.022,0.705,0.000344,195093
"Satie: 6 Gnossiennes: No. 4, Lent",Erik Satie,Classical,38,0.271,0.0075,-31.766,67.739,0.0394,0.994,141467
Roadhouse Blues,The Doors,Rock,72,0.612,0.634,-8.212,121.059,0.904,0.337,243827
Gz And Hustlas (feat. Nancy Fletcher),Snoop Dogg,Hip-Hop,57,0.652,0.814,-4.901,91.888,0.788,0.164,275893
Water Under the Bridge (feat. Natalia Clavier),Thievery Corporation,Jazz,39,0.628,0.441,-11.634,107.975,0.872,0.609,287252
"Suonate a tre doi violini e violoncello col basso per l’organo, Opera prima, Sonata No. 1 in D Minor: II. Allegro",Tomaso Albinoni,Opera,12,0.403,0.276,-16.823,107.602,0.522,0.892,120947
Distance,Omarion,Dance,63,0.774,0.812,-5.446,103.878,0.743,0.184,183099
Bear's Gone Fishin',Widespread Panic,Blues,41,0.548,0.919,-5.318,113.054,0.473,0.0878,263160
Lasidan,Ali Farka Touré,World,35,0.427,0.492,-16.03,99.351,0.76,0.245,366307
Ensemble à jamais,Yoni Amar,Movie,20,0.301,0.471,-8.554,111.285,0.249,0.791,194533
Full of Fire,Al Green,Soul,44,0.771,0.563,-10.722,113.915,0.884,0.252,315000
No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,Pop,70,0.914,0.572,-8.82,123.963,0.203,0.0709,265480
Momma's Prayers,JP Cooper,R&B,56,0.471,0.527,-9.901,79.193,0.235,0.519,305583
Orange Blossom Special,Johnny Cash,Country,43,0.676,0.634,-8.91,110.617,0.8,0.0543,186080
2020 AD,MUST DIE!,Electronic,26,0.587,0.804,-6.517,155.124,0.157,0.00219,201290
Rosa Pastel,Belanova,Dance,66,0.813,0.609,-6.958,127.999,0.614,0.0277,185920
Guren no Yumiya,Linked Horizon,Anime,60,0.455,0.952,-6.382,90.365,0.332,0.0232,310680
Fate (with Young Thug & Swae Lee),Mike WiLL Made-It,Rap,62,0.7,0.735,-2.356,124.058,0.349,0.00907,262885
SWITCH IT UP | ZWITCH 1T UP,Denzel Curry,Rap,65,0.567,0.723,-5.33,128.463,0.272,0.0121,175907
To Be Alone,Hozier,Folk,59,0.559,0.443,-6.52,67.05,0.264,0.403,323640
Hit And Run,The Bar-Kays,Soul,41,0.848,0.438,-10.187,112.429,0.966,0.318,230667
Walking On A Dream,Empire of the Sun,Children’s Music,70,0.871,0.701,-5.594,126.975,0.716,0.257,198440
"Carmen (1997 Digital Remaster), Act 1: L'amour est un oiseau rebelle (Habanera)",Maria Callas,Opera,12,0.364,0.094,-18.828,131.064,0.21,0.977,262153
Simple Bbc Ting,Busy Signal,Reggae,35,0.76,0.873,-1.888,137.484,0.631,0.0628,177087
Super Trouper,Cher,Pop,67,0.681,0.655,-8.642,124.996,0.901,0.0425,231480
"Towards The Sun - From The ""Home"" Soundtrack",Rihanna,Dance,56,0.261,0.689,-6.207,170.18,0.263,0.0531,273293
Ghost,Halsey,Pop,66,0.57,0.606,-8.085,95.038,0.212,0.0529,153657
Oh Dread - 2001 Digital Remaster,Althea And Donna,Reggae,32,0.906,0.405,-9.477,132.614,0.849,0.00193,159333
No Love,August Alsina,Hip-Hop,66,0.593,0.625,-7.957,130.794,0.322,0.00448,276080
Secret - Acoustic,Angel Snow,Alternative,43,0.599,0.295,-11.548,112.588,0.144,0.66,190000
Yoru Wa Nemurerukai?,flumpool,Anime,40,0.552,0.802,-5.189,130.001,0.432,0.000214,225627
Talk Is Cheap,The Toasters,Ska,25,0.508,0.977,-7.294,191.512,0.624,0.0522,191067
Miami,Will Smith,Dance,70,0.877,0.534,-6.18,108.171,0.89,0.0339,197560
Finesse (Remix) [feat. Cardi B],Bruno Mars,Pop,83,0.704,0.859,-4.877,105.115,0.926,0.0185,217289
Freeze,T-Pain,Dance,50,0.717,0.659,-5.706,119.991,0.536,0.018,218747
Let Me Tell You,Viernes 13,Ska,11,0.363,0.925,-5.349,173.928,0.588,0.00279,297213
Rem_,Nightmare,Anime,17,0.376,0.941,-3.204,154.979,0.577,0.000453,268627
Love Me Like You Used To,Kaskade,Dance,61,0.624,0.65,-6.209,103.998,0.0702,0.156,168767
Take Me Home Country Roads,Toots & The Maytals,Ska,19,0.616,0.424,-12.244,176.687,0.948,0.473,199160
Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta,Flo Rida,Hip-Hop,61,0.623,0.882,-2.574,127.98,0.525,0.0205,232616
Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix,Steve Aoki,Dance,57,0.604,0.938,-4.29,127.994,0.135,0.000313,285000
We All Carry Something,Joe Nichols,Country,41,0.566,0.541,-7.25,139.907,0.2,0.275,206453
The Enchanted Bottle,Paul F. Tompkins,Comedy,15,0.561,0.762,-11.434,112.791,0.419,0.895,65173
Your Mind Is on Vacation,Mose Allison,Blues,30,0.781,0.133,-20.835,108.433,0.727,0.905,157000
Moon Undah Water,Puma Blue,Indie,54,0.515,0.331,-11.37,74.004,0.216,0.0854,332319
Harbor Area,Left Alone,Ska,29,0.539,0.993,-3.314,118.019,0.518,0.000442,170400
Siegfried-Idyll (Piano Transcription) - Remastered,Richard Wagner,Opera,18,0.422,0.0298,-24.265,132.396,0.0388,0.993,1415307
Livin' Thing,Electric Light Orchestra,Folk,70,0.549,0.651,-7.097,122.818,0.368,0.583,212307
Revolution 909,Daft Punk,Electronic,53,0.745,0.716,-7.918,126.527,0.828,0.0265,335027
Plantation,John Brown's Body,Reggae,31,0.681,0.77,-5.118,115.963,0.713,0.00908,354187
Stolen Moments,Ahmad Jamal Trio,Jazz,28,0.521,0.268,-17.378,117.65,0.173,0.891,392027
Air I Breathe,Mat Kearney,Folk,53,0.507,0.747,-6.28,159.98,0.44,0.417,219587
Can't Find My Way Home,Blind Faith,Rock,56,0.541,0.318,-15.194,88.08,0.54,0.891,196133
Soul - Hidden Track,Sam Cooke,Soul,41,0.54,0.348,-18.788,91.646,0.497,0.942,32680
Joy In The Morning,The Gaylads,Reggae,26,0.738,0.248,-15.515,86.893,0.719,0.899,194053
"The Planets, Op. 32: I. Mars, the Bringer of War",Gustav Holst,Classical,39,0.288,0.395,-14.0,132.912,0.0573,0.939,479000
Male Whore,Sam Kinison,Comedy,15,0.565,0.664,-12.785,62.9,0.318,0.864,174992
Lake Of Fire,Nirvana,Rock,66,0.53,0.634,-9.549,145.248,0.637,0.293,175907
Alien Blues,Vundabar,Rock,52,0.464,0.682,-8.541,80.062,0.455,0.0768,156057
Fever (Major Lazer Remix),Vybz Kartel,Reggae,38,0.829,0.941,-4.212,104.959,0.73,0.02,210286
Slip & Fall (feat. Eric Bellinger),ELHAE,Soul,39,0.284,0.327,-11.864,91.902,0.152,0.223,181067
Electric Counterpoint: III. —,Steve Reich,World,26,0.575,0.634,-16.967,191.992,0.904,0.941,271800
II. Worldstar,Childish Gambino,Hip-Hop,55,0.705,0.598,-9.684,119.985,0.229,0.347,244652
Beloved,WEAVER,Anime,19,0.475,0.755,-4.704,177.863,0.385,0.375,286853
Running Gun,Marty Robbins,Country,48,0.74,0.565,-9.483,113.713,0.844,0.787,130293
What You Want,Stefflon Don,R&B,48,0.509,0.744,-4.936,152.262,0.415,0.115,267603
The Lost Christmas Eve,Trans-Siberian Orchestra,Classical,26,0.309,0.579,-7.491,180.463,0.0371,0.147,333280
This Machine Kills Fascists,Anti-Flag,Ska,31,0.506,0.94,-5.832,177.824,0.824,0.000617,98120
CLOUTMEISTER,Chee,Reggae,23,0.68,0.942,-4.418,89.971,0.435,0.00421,164000
My Mind Is Playing Tricks,Dan Romer,Soundtrack,29,0.131,0.0575,-19.672,53.73,0.0356,0.965,192867
"The Alchemist, HWV 43: VI. Menuet",George Frideric Handel,Classical,35,0.455,0.00675,-28.512,123.15,0.674,0.935,91080
Get Up,Liquid Stranger,Electronic,25,0.339,0.496,-7.529,62.499,0.0383,0.000634,322207
Holiday,Green Day,Pop,64,0.552,0.89,-3.409,146.525,0.716,0.000143,232680
One In Every Crowd,Montgomery Gentry,Country,53,0.643,0.86,-4.447,111.148,0.674,0.00423,211107
Now and Later,Sage The Gemini,Dance,59,0.781,0.57,-5.874,107.059,0.858,0.273,193181
Hare Jaya Jaya Rama II,Laraaji,World,33,0.503,0.323,-19.079,98.444,0.44,0.828,318107
Wiggers,Alonzo Bodden,Comedy,10,0.63,0.797,-10.303,135.547,0.499,0.873,117717
Comin’ In Hot,Hollywood Undead,Rap,61,0.708,0.749,-5.64,96.016,0.382,0.0146,223333
Wonderful Tonight,Eric Clapton,Rock,72,0.572,0.214,-15.625,95.542,0.485,0.649,225027
It's a Fact,The Vandals,Ska,29,0.452,0.813,-8.121,155.148,0.911,0.0118,125733
Romantic,Hooverphonic,Electronic,48,0.596,0.793,-6.306,109.982,0.612,0.00352,197400
One Sound (feat. Gramps Morgan),Alborosie,Reggae,38,0.815,0.505,-5.757,132.882,0.708,0.118,241973
40 Shades of Choke,Ari Lennox,Children’s Music,62,0.733,0.508,-7.962,104.62,0.867,0.619,212670
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,Folk,75,0.394,0.918,-3.743,115.646,0.479,0.584,423840
Psycho Killer - 2005 Remastered Version,Talking Heads,Rock,72,0.721,0.521,-8.123,123.118,0.942,0.0707,261413
Fiel A La Calle,Brray,Reggaeton,21,0.748,0.808,-3.403,112.047,0.462,0.139,252860
Forget About The Blame - Sun Version,Trans-Siberian Orchestra,Classical,30,0.546,0.54,-8.289,87.532,0.183,0.0245,255893
You Shook Me All Night Long,AC/DC,Rock,78,0.532,0.767,-5.509,127.361,0.755,0.00287,210173
Number One,The Sideshow Tragedy,Blues,30,0.606,0.897,-8.702,112.318,0.721,0.0206,191893
(If You Want) Trees,Aer,Reggae,36,0.857,0.691,-6.092,89.995,0.737,0.0629,236139
Laughter Crescendo [2012 Version],Bassnectar,Electronic,30,0.583,0.829,-4.254,179.928,0.148,0.415,351520
POA,Future,Rap,52,0.818,0.746,-6.187,147.977,0.609,0.000441,248748
Hurt Somebody (With Julia Michaels),Noah Kahan,Rock,77,0.633,0.559,-5.135,114.983,0.473,0.338,168640
No One Knows,Brent Faiyaz,Soul,53,0.6,0.619,-9.709,103.908,0.308,0.36,271246
Country Folks (feat. Colt Ford & Danny Boone),Bubba Sparxxx,Rap,51,0.632,0.788,-5.329,96.009,0.747,0.249,213240
El Pedo - En Vivo,Polo Polo,Comedy,31,0.62,0.365,-19.874,116.23,0.239,0.689,318427
Brigadier Sabari,Alpha Blondy,Reggae,35,0.876,0.719,-6.802,88.307,0.963,0.262,283973
...Baby One More Time,Britney Spears,R&B,77,0.759,0.699,-5.745,92.96,0.907,0.202,211067
This Was A Real Nice Clambake,Renée Fleming,Opera,20,0.511,0.289,-10.767,95.598,0.478,0.939,200280
That's When I Reach For My Revolver,Mission Of Burma,Alternative,47,0.3,0.915,-5.691,147.119,0.51,0.00194,233573
Skyrim - Age of Oppression,Jeremy Soule,Soundtrack,36,0.181,0.127,-15.874,83.331,0.074,0.978,235333
Old Love,Joe Hertler & The Rainbow Seekers,Indie,46,0.8,0.845,-5.602,109.986,0.867,0.275,257413
Something In The Way You Move,Ellie Goulding,R&B,56,0.658,0.814,-6.157,109.004,0.316,0.0398,227423
El Tiempo Marca,Darkiel,Reggaeton,28,0.722,0.737,-8.721,169.893,0.861,0.238,219533
Forever On Your Side (with JOHNNYSWIM),NEEDTOBREATHE,Indie,61,0.511,0.8,-4.759,114.042,0.531,0.227,294200
El Triunfo Tan Soñado,Pedro Suárez-Vértiz,Reggaeton,33,0.751,0.958,-5.455,103.993,0.731,0.413,262773
Rail Breaker (feat. Rico Act) - SQUNTO x PerilEyes Remix,Riot Ten,Electronic,25,0.833,0.733,-1.115,145.067,0.57,0.00226,190345
Maldades,"Héctor ""El Father""",Reggaeton,41,0.751,0.778,-6.322,90.031,0.385,0.138,216933
Beginning to Feel the Years,Brandi Carlile,Folk,38,0.367,0.122,-11.636,181.633,0.244,0.959,189002
Ramblin' Man,The Allman Brothers Band,Blues,69,0.349,0.692,-11.691,179.396,0.952,0.462,288507
Vessels,Bluetech,World,29,0.554,0.579,-13.845,120.006,0.683,0.911,454250
Dig Your Roots,Florida Georgia Line,Rock,58,0.307,0.792,-4.597,140.0,0.456,0.327,214040
Click Click Boom,Saliva,Rap,64,0.609,0.937,-2.912,95.961,0.493,0.00324,252933
Wide Open,Jason Aldean,Country,45,0.667,0.749,-4.045,114.046,0.494,0.0452,240347
If We Are The Body (Acoustic),Casting Crowns,World,33,0.566,0.27,-9.834,132.051,0.329,0.731,224040
Stained,Tori Kelly,R&B,44,0.682,0.341,-7.031,90.073,0.605,0.832,221060
In The Garden,10 Ft. Ganja Plant,Reggae,33,0.736,0.375,-9.068,79.278,0.326,0.112,231667
Dream A Little Dream Of Me - Album Version With Introduction,The Mamas & The Papas,Rock,65,0.459,0.322,-12.912,133.91,0.331,0.816,194427
Verdi: La Traviata: Dell'invito trascorsa e gia l'ora? - Act One,Anna Moffo,Opera,8,0.366,0.462,-11.536,169.205,0.409,0.979,283040
The Very Last Day,Parker Millsap,Blues,38,0.595,0.331,-9.258,90.07,0.45,0.143,180013
Mile High (feat. Travis Scott & Metro Boomin),James Blake,R&B,79,0.754,0.37,-9.854,114.941,0.228,0.403,193600
"Jack And Bobby In Hell, Alan Thicke, Polar Bear, and Chris Reeve",Bobcat Goldthwait,Comedy,14,0.456,0.916,-5.622,91.041,0.295,0.914,528107
"Forever, Always",Judah & the Lion,Folk,42,0.433,0.701,-7.913,170.926,0.396,0.00128,161173
Unbreakable,Fireflight,Children’s Music,56,0.458,0.849,-4.244,89.916,0.389,0.00341,201160
Impatient New Yorkers,Brian Regan,Comedy,32,0.374,0.89,-9.915,165.428,0.0894,0.926,84895
"La Isla de las Perlas: ""No Me Quiere, la Mujer""",Alfredo Kraus,Opera,30,0.381,0.395,-6.223,63.652,0.271,0.956,155187
Cubicle (feat. 03 Greedo),Buddy,R&B,44,0.81,0.574,-3.633,140.993,0.0498,0.002,177240
"Styrofoam Boots/It's All Nice on Ice, Alright",Modest Mouse,Folk,45,0.628,0.655,-7.042,121.566,0.168,0.266,413133
Karate Chop (Remix),Future,Hip-Hop,49,0.755,0.576,-5.427,134.877,0.555,0.00326,276373
Pristine,Mantaraybryn,Indie,44,0.488,0.379,-8.001,100.742,0.227,0.932,197667
Heaven Tonight,Yngwie Malmsteen,Classical,38,0.429,0.889,-9.256,126.946,0.372,0.374,246067
Big Mood,Mike Stud,Rap,52,0.677,0.434,-8.966,199.952,0.791,0.608,138465
Couldn't Stand the Weather,Stevie Ray Vaughan,Blues,42,0.462,0.65,-10.19,118.196,0.525,0.0616,281253
Kiss You This Christmas,Why Don't We,Dance,48,0.532,0.439,-6.976,87.03,0.0622,0.0658,165293
Por Mí,Ivy Queen,Reggaeton,36,0.76,0.787,-4.477,130.004,0.499,0.507,199846
Highest Grade,Inna Vision,Reggae,23,0.753,0.812,-5.076,79.012,0.896,0.0138,217710
Come Back,Yeek,R&B,40,0.788,0.535,-4.638,74.981,0.727,0.000303,144196
Mine,Bazzi,Pop,86,0.71,0.789,-3.874,142.929,0.717,0.0161,131064
Nunchucks,Doja Cat,R&B,44,0.692,0.609,-8.569,118.05,0.552,0.595,195427
Dors Mon Petit Ange,Henri Salvador,Movie,0,0.391,0.22,-10.267,102.74,0.249,0.784,160360
House Of Cards,Radiohead,Alternative,57,0.71,0.496,-9.638,111.662,0.637,0.278,328293
Algo Contigo,Justin Quiles,Reggaeton,27,0.626,0.603,-6.468,175.942,0.306,0.162,261944
Freaky,Gemaine,R&B,47,0.442,0.488,-7.829,116.016,0.146,0.267,190929
Sex Breakages,Sarah Millican,Comedy,19,0.426,0.73,-15.651,66.029,0.332,0.823,581760
Waiting,Philharmonia Orchestra,Opera,2,0.207,0.0298,-30.456,64.788,0.0724,0.982,115440
Not Built for the World We've Built,Shane Mauss,Comedy,16,0.635,0.409,-14.396,119.66,0.595,0.907,156088
Rad Drugz,MISSIO,Rock,57,0.612,0.886,-5.078,109.025,0.579,0.0197,229648
From Adam (feat. Lil Wayne),The Game,Hip-Hop,51,0.671,0.749,-4.643,80.79,0.524,0.252,225733
No Paso El Cerdo,Tego Calderon,Reggaeton,24,0.914,0.921,-4.026,94.024,0.965,0.169,173280
Selfie,Reykon,Reggaeton,30,0.79,0.6,-5.488,88.087,0.883,0.237,186533
Ready for a Riddle?,Kimbo Children's Music,Children's Music,0,0.801,0.557,-10.457,87.502,0.772,0.0823,168893
Home Is Where The Heartbreak Is,Gone West,Country,38,0.549,0.61,-6.659,78.922,0.384,0.364,203427
Where It's At,Beck,Indie,52,0.672,0.662,-7.384,96.936,0.522,0.24,329573
Prelude to the Void,Nobuo Uematsu,Anime,13,0.469,0.563,-11.504,115.235,0.298,0.61,237027
All The Time,Rx Bandits,Ska,20,0.571,0.924,-5.487,96.052,0.357,0.0191,235533
Schindlers Liste: Thema (Schindlers Liste): Theme (Shindler's List),John Williams,Soundtrack,36,0.126,0.0808,-21.2,94.176,0.0783,0.846,260453
Cha Cha Cha,mimimemeMIMI,Anime,13,0.51,0.975,-2.776,167.759,0.204,0.087,266147
Habit,Still Woozy,Indie,71,0.766,0.402,-11.155,125.107,0.466,0.27,153857
Foundations of Stone,Howard Shore,Classical,45,0.0844,0.321,-15.027,81.563,0.0696,0.655,231960
Looking Out For Number One,Dwarves,Ska,22,0.247,0.928,-4.106,178.626,0.533,0.0133,112973
Rocky's Late Night,"Albert Hammond, Jr.",Blues,45,0.619,0.672,-6.429,94.998,0.805,0.0538,256787
Hipster,Dirty Heads,Reggae,43,0.775,0.837,-4.707,85.016,0.921,0.0633,226984
Apple Blossom - Remixed,The White Stripes,Blues,26,0.49,0.379,-10.637,127.787,0.727,0.467,133040
Harvest Feast,All Them Witches,Blues,32,0.383,0.448,-9.693,128.746,0.251,0.473,645320
Avalon (Live),Benny Goodman,Jazz,33,0.726,0.36,-12.841,125.187,0.703,0.821,195173
Shingeki Pf 20130218 Kyojin,Hiroyuki Sawano,Anime,32,0.295,0.336,-18.272,66.985,0.067,0.445,281133
Fruit Juice,Snoop Lion,Reggae,45,0.648,0.831,-4.244,81.028,0.906,0.105,157440
Wolverine,Diana Gordon,Indie,51,0.712,0.504,-6.95,129.994,0.078,0.0346,212440
Temperamental,RJD2,Electronic,33,0.79,0.643,-5.509,87.998,0.711,0.111,207053
Sister,The Black Keys,Alternative,53,0.757,0.661,-5.908,111.64,0.617,0.00191,205187
Step It Up,GTA,Electronic,44,0.626,0.956,-4.374,160.069,0.73,0.0135,209721
Wasted On The Way - Remastered,"Crosby, Stills & Nash",Blues,36,0.526,0.543,-12.895,153.665,0.743,0.394,171080
Mi Verdad (feat.Shakira),Maná,Pop,67,0.857,0.561,-7.288,99.989,0.76,0.435,272576
Ever Again,Robyn,Dance,60,0.942,0.539,-10.442,125.035,0.727,0.0229,264027
Our Home,Takatsugu Muramatsu,Anime,15,0.385,0.103,-17.698,103.854,0.252,0.947,78267
1970 Somethin' (feat. The Game and Faith Evans),The Notorious B.I.G.,Hip-Hop,59,0.786,0.635,-5.307,97.315,0.483,0.094,205920
What's Your Name - Continuous Mix,Dillon Francis,Electronic,32,0.535,0.944,-3.425,109.419,0.455,0.00673,87930
SOS,Juice Music,Children's Music,0,0.884,0.311,-13.018,137.038,0.77,0.496,244560
Anthropocene,Loscil,Electronic,41,0.52,0.298,-24.263,115.986,0.034,0.785,279972
Let the Sparks Fly,Thousand Foot Krutch,Rap,56,0.645,0.859,-4.904,120.063,0.596,0.000554,246760
The Ugly Truth,Big Jay Oakerson,Comedy,22,0.508,0.904,-7.242,113.447,0.398,0.865,154760
Evacuate the Dancefloor - Radio Edit,Cascada,Rap,53,0.748,0.696,-5.975,127.002,0.891,0.0174,208360
Humming - Live,Portishead,Electronic,38,0.6,0.6,-8.607,74.124,0.0508,0.579,397267
Stark's Reality,BADBADNOTGOOD,Jazz,40,0.545,0.38,-14.346,80.059,0.405,0.0575,132438
Bat Country,Emancipator,Jazz,40,0.569,0.638,-8.716,180.02,0.593,0.04,268160
The Man Comes Around,Johnny Cash,Country,64,0.62,0.584,-7.891,97.099,0.766,0.531,266733
Vivo Pa Morir (feat. Kendo Kaponi & Oneill),Super Yei,Reggaeton,29,0.577,0.802,-1.905,168.388,0.594,0.475,321934
Porcelain,Red Hot Chili Peppers,Children’s Music,54,0.371,0.259,-11.352,140.425,0.0467,0.443,163707
She Works Out Too Much,MGMT,Rock,57,0.633,0.919,-6.208,147.97,0.805,0.00596,278387
Sideways,Mat McHugh,Reggae,35,0.687,0.79,-3.745,115.973,0.533,0.0284,216082
Memories,George Lopez,Comedy,19,0.381,0.697,-14.538,73.571,0.408,0.905,153507
Undisputed Champion,Vybz Kartel,Reggae,22,0.653,0.847,-5.471,131.982,0.729,0.139,187200
Mr Chin,Yellowman,Reggae,36,0.864,0.764,-6.784,75.625,0.77,0.0418,242267
A Bridge Too Parr,Michael Giacchino,Soundtrack,29,0.411,0.38,-9.579,136.498,0.0989,0.434,257080
"Violin Partita No. 3 in E Major, BWV 1006: IV. Menuets I & II",Johann Sebastian Bach,Classical,18,0.429,0.0252,-22.567,65.53,0.583,0.993,257013
Rainbow Connection,Sleeping At Last,Pop,59,0.513,0.183,-10.249,107.18,0.266,0.966,192571
King Tulip,$uicideBoy$,Hip-Hop,65,0.585,0.579,-9.387,120.838,0.281,0.15,185218
Love-Hate-Sex-Pain,Godsmack,Rap,62,0.215,0.911,-4.715,183.535,0.47,6.07e-05,315453
Being Single Again,Louis C.K.,Comedy,42,0.464,0.973,-4.986,79.643,0.205,0.761,426560
Big Time Nashville Star (feat. Esmé Patterson),Shakey Graves,Folk,42,0.697,0.308,-7.319,110.247,0.321,0.81,264320
Love Theme,John Debney,Soundtrack,32,0.28,0.0976,-17.196,128.256,0.261,0.608,175347
Zones,Zak Downtown,Indie,55,0.66,0.846,-3.071,162.943,0.804,0.0225,192075
Bad News,Apashe,Electronic,41,0.707,0.877,-1.27,144.959,0.165,0.00739,244965
Yamanaiame,Hiroyuki Sawano,Anime,39,0.597,0.853,-5.708,92.008,0.448,0.000911,266173
Love In A College Town,Luke Bryan,Country,39,0.718,0.775,-5.18,116.994,0.883,0.0063,203093
Egyptian Luvr (feat. Aminé and Dana Williams),Rejjie Snow,Alternative,52,0.834,0.591,-7.543,104.944,0.9,0.0553,256613
Cut The Check (feat. Chief Keef),Mac Miller,Hip-Hop,55,0.832,0.743,-6.706,100.004,0.522,0.0596,170707
A Lonely Night,The Weeknd,Pop,68,0.853,0.663,-6.955,113.999,0.864,0.0431,220173
Bravado,Lorde,Dance,60,0.489,0.536,-10.332,175.879,0.0395,0.516,221409
